Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Hydrolase Activity (GO:0051336)	10/71	5.638622e-01	9.946252e-01	0	0	9.896846e-01	5.670352e-01	SCARB2;VAV3;CAV1;CHN1;RAB3GAP2;OCRL;CDK5RAP3;TBC1D15;RAB3GAP1;SERPINA5
GO_Biological_Process_2023	Regulation Of Signal Transduction (GO:0009966)	27/193	5.667175e-01	9.946252e-01	0	0	9.817972e-01	5.575570e-01	SEMA5A;CCNK;SRC;RGS16;PXN;GSKIP;NUCKS1;GATA3;GLI1;UBASH3B;FRRS1L;GNG7;UBTF;IGFBP6;YWHAG;CREBBP;FBXL17;TSC2;SIRT1;KAZALD1;SLC8A3;KIF26A;VWA2;CDK13;CD46;ZMYND11;PTPN2
GO_Biological_Process_2023	Cellular Response To Virus (GO:0098586)	9/64	5.679910e-01	9.946252e-01	0	0	9.878831e-01	5.587958e-01	IFNAR2;TOMM70;HSP90AA1;IFNGR1;IFNGR2;IFNA2;GBF1;IFNAR1;GSDME
GO_Biological_Process_2023	Positive Regulation Of T Cell Differentiation (GO:0045582)	9/64	5.679910e-01	9.946252e-01	0	0	9.878831e-01	5.587958e-01	SMARCE1;SMARCD1;XBP1;SMARCC2;SOX12;GATA3;CD46;GLI3;GLI2
GO_Biological_Process_2023	Regulation Of Secretion By Cell (GO:1903530)	9/64	5.679910e-01	9.946252e-01	0	0	9.878831e-01	5.587958e-01	VAMP8;CHRNB4;DNAJC1;RAB26;KCNMB4;SIRT6;CPLX2;CPLX1;INS
GO_Biological_Process_2023	Positive Regulation Of Mitotic Nuclear Division (GO:0045840)	5/35	5.682466e-01	9.946252e-01	0	0	1.006227e+00	5.687195e-01	RGCC;ANAPC7;CUL3;ANAPC5;INS
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Contraction (GO:0055117)	5/35	5.682466e-01	9.946252e-01	0	0	1.006227e+00	5.687195e-01	HCN4;GJA5;NPPA;ATP2A2;STC1
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	5/35	5.682466e-01	9.946252e-01	0	0	1.006227e+00	5.687195e-01	CSRP3;CAV1;SIX1;FOXL2;VRK3
GO_Biological_Process_2023	ERBB2 Signaling Pathway (GO:0038128)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	PTPRR;SRC
GO_Biological_Process_2023	GTP Metabolic Process (GO:0046039)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	IMPDH1;GTPBP1
GO_Biological_Process_2023	Cardiocyte Differentiation (GO:0035051)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SIRT6;ASB2
GO_Biological_Process_2023	Cellular Response To Arsenic-Containing Substance (GO:0071243)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	MKNK2;HNRNPA1
GO_Biological_Process_2023	Cellular Response To Interleukin-4 (GO:0071353)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	XBP1;GATA3
GO_Biological_Process_2023	Cotranslational Protein Targeting To Membrane (GO:0006613)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SRP14;SRP9
GO_Biological_Process_2023	Cranial Nerve Development (GO:0021545)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	ATOH7;TMEM126A
GO_Biological_Process_2023	Endothelial Cell Differentiation (GO:0045446)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	EDF1;FSTL1
GO_Biological_Process_2023	Glomerular Filtration (GO:0003094)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	MYO1E;TMEM63C
GO_Biological_Process_2023	Intracellular Potassium Ion Homeostasis (GO:0030007)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SLC12A2;KCNJ2
GO_Biological_Process_2023	Membrane Depolarization (GO:0051899)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	CAV1;SCN3B
GO_Biological_Process_2023	Microtubule-Based Transport (GO:0099111)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SPEF2;HTT
GO_Biological_Process_2023	Microvillus Organization (GO:0032528)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SLC9A3R1;STK26
GO_Biological_Process_2023	Mitochondrial Fission (GO:0000266)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	PRKN;SLC25A46
GO_Biological_Process_2023	Monoacylglycerol Metabolic Process (GO:0046462)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	AWAT2;ABHD6
GO_Biological_Process_2023	ncRNA Transcription (GO:0098781)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	GTF3C1;RPAP2
GO_Biological_Process_2023	Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	YJU2;SIRT1
GO_Biological_Process_2023	Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	NLRP2B;CSNK1A1
GO_Biological_Process_2023	Negative Regulation Of T Cell Differentiation (GO:0045581)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	IFNA2;GLI3
GO_Biological_Process_2023	Negative Regulation Of Cartilage Development (GO:0061037)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TGFBR1;ADAMTS7
GO_Biological_Process_2023	Negative Regulation Of Cell Activation (GO:0050866)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	GPER1;LDLR
GO_Biological_Process_2023	Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	STARD13;NOTCH1
GO_Biological_Process_2023	Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	WFS1;RACK1
GO_Biological_Process_2023	Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SPRY3;GATA3
GO_Biological_Process_2023	Negative Regulation Of Lyase Activity (GO:0051350)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	GRM3;MTRR
GO_Biological_Process_2023	Outer Mitochondrial Membrane Organization (GO:0007008)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TOMM70;TOMM7
GO_Biological_Process_2023	Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	LTK;ABL1
GO_Biological_Process_2023	Plasma Membrane Tubulation (GO:0097320)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	EHD2;WHAMM
GO_Biological_Process_2023	Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	ZBTB7B;GLI3
GO_Biological_Process_2023	Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	IRS1;INS
GO_Biological_Process_2023	Positive Regulation Of Glycoprotein Biosynthetic Process (GO:0010560)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SLC2A10;RAMP1
GO_Biological_Process_2023	Positive Regulation Of Heterochromatin Formation (GO:0031453)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TRIM28;ZNF304
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Degranulation (GO:0043302)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SPHK2;HLA-F
GO_Biological_Process_2023	Positive Regulation Of Superoxide Anion Generation (GO:0032930)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	CLEC7A;MAPT
GO_Biological_Process_2023	Potassium Ion Export Across Plasma Membrane (GO:0097623)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	KCNT2;KCND3
GO_Biological_Process_2023	Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TOMM70;TOMM7
GO_Biological_Process_2023	Protein Localization To Synapse (GO:0035418)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	NLGN1;ILF3
GO_Biological_Process_2023	Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	BCL2L11;TMEM33
GO_Biological_Process_2023	Regulation Of T-helper 17 Type Immune Response (GO:2000316)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	CLEC7A;JUNB
GO_Biological_Process_2023	Regulation Of Gastrulation (GO:0010470)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	POGLUT1;RACK1
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	ING2;SIRT1
GO_Biological_Process_2023	Regulation Of Lamellipodium Organization (GO:1902743)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TWF2;RAC1
GO_Biological_Process_2023	Regulation Of Oxidoreductase Activity (GO:0051341)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	HP;NOD2
GO_Biological_Process_2023	Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	WFS1;AQP11
GO_Biological_Process_2023	Relaxation Of Muscle (GO:0090075)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	CAMK2D;KCNJ2
GO_Biological_Process_2023	Response To Progesterone (GO:0032570)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	SRC;CAV1
GO_Biological_Process_2023	Substrate-Dependent Cell Migration (GO:0006929)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	P2RY12;ITGA2
GO_Biological_Process_2023	Suppression Of Viral Release By Host (GO:0044790)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	TRIM28;TRIM11
GO_Biological_Process_2023	Ubiquinone Biosynthetic Process (GO:0006744)	2/13	5.701003e-01	9.946252e-01	0	0	1.097759e+00	6.168782e-01	COQ7;COQ5
GO_Biological_Process_2023	Myeloid Cell Differentiation (GO:0030099)	8/57	5.728127e-01	9.946252e-01	0	0	9.856408e-01	5.491956e-01	LYN;SNRK;NCOA6;MYB;INHBA;GATA1;PTPN2;HIPK2
GO_Biological_Process_2023	Negative Regulation Of Angiogenesis (GO:0016525)	12/86	5.742979e-01	9.946252e-01	0	0	9.789323e-01	5.429228e-01	SLC12A2;ANGPT4;SPARC;RGCC;KRIT1;PTPRM;SEMA3E;GHRL;PIK3CB;PRL;FOXO4;THBS2
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	22/158	5.760176e-01	9.946252e-01	0	0	9.764393e-01	5.386206e-01	RPS9;RPL31;DHPS;MRPL27;MRPL28;RPL23A;MRPL23;HARS2;PCSK5;GSPT1;ZAR1;RPS15;RPS26;GGTLC1;RPS15A;EEF1A2;RPS6KB2;RPL36;EIF4EBP2;RPLP2;MRRF;RPS23
GO_Biological_Process_2023	Golgi To Plasma Membrane Protein Transport (GO:0043001)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	ARFRP1;BBS1;RAB26;GCC2
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	LRP1;ITGB3;RAC1;GAS6
GO_Biological_Process_2023	Cell-Substrate Junction Assembly (GO:0007044)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	SRC;TAOK2;TESK2;WHAMM
GO_Biological_Process_2023	Establishment Of Endothelial Barrier (GO:0061028)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	RAB1B;MSN;EZR;TJP3
GO_Biological_Process_2023	Fatty Acid Derivative Biosynthetic Process (GO:1901570)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	GCDH;GGTLC1;AWAT2;HMGCS2
GO_Biological_Process_2023	Glycosaminoglycan Metabolic Process (GO:0030203)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	HEXB;XYLT2;XYLT1;GUSB
GO_Biological_Process_2023	Hematopoietic Progenitor Cell Differentiation (GO:0002244)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	LYN;PRRC2C;INHBA;SP7
GO_Biological_Process_2023	Negative Regulation Of Wound Healing (GO:0061045)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	SLC12A2;CLDN19;EPPK1;AJAP1
GO_Biological_Process_2023	Phospholipid Catabolic Process (GO:0009395)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	SMPD1;GDE1;GDPD3;PLD2
GO_Biological_Process_2023	Protein Insertion Into Mitochondrial Membrane (GO:0051204)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	TOMM70;HSP90AA1;COX18;TOMM7
GO_Biological_Process_2023	Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	AKT1;NOSIP;PIK3CB;INS
GO_Biological_Process_2023	Regulation Of Platelet Activation (GO:0010543)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	LYN;GP9;CELA2A;GNAQ
GO_Biological_Process_2023	Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	4/28	5.773315e-01	9.946252e-01	0	0	1.006225e+00	5.527584e-01	CAMK2D;GPD1L;SCN3B;SCN4B
GO_Biological_Process_2023	Positive Regulation Of Endocytosis (GO:0045807)	11/79	5.781694e-01	9.946252e-01	0	0	9.765308e-01	5.350299e-01	C3;NLGN1;LRP1;CLEC7A;HFE;SMPD1;FLOT1;SIRPA;GAS6;CBL;CBLL1
GO_Biological_Process_2023	Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	11/79	5.781694e-01	9.946252e-01	0	0	9.765308e-01	5.350299e-01	PIAS4;HDAC4;NDFIP2;UBB;WFS1;TRAF6;CUL3;DCUN1D3;CAV1;AXIN1;CDK5RAP3
GO_Biological_Process_2023	Intracellular Iron Ion Homeostasis (GO:0006879)	7/50	5.785587e-01	9.946252e-01	0	0	9.827735e-01	5.377887e-01	ATP6V1A;TMEM199;SLC46A1;HFE;IREB2;SLC40A1;ATP13A2
GO_Biological_Process_2023	Positive Regulation Of Developmental Growth (GO:0048639)	7/50	5.785587e-01	9.946252e-01	0	0	9.827735e-01	5.377887e-01	ZFYVE27;GHRH;TWF2;AGR2;GHRL;MAPT;SYT17
GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	7/50	5.785587e-01	9.946252e-01	0	0	9.827735e-01	5.377887e-01	PTPRR;GLIPR2;SRC;MCC;ARSB;PTPRG;CORO1C
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	20/144	5.805756e-01	9.946252e-01	0	0	9.735717e-01	5.293652e-01	SEMA5A;LYN;RET;CD164;PPP1R12A;SRC;PLAUR;C2CD4A;FBLN1;MIA3;LAMB1;RND1;FLCN;NUAK1;FES;TNR;CDH13;PKP4;EPHB2;CBLL1
GO_Biological_Process_2023	Negative Regulation Of Cell Adhesion (GO:0007162)	10/72	5.825596e-01	9.946252e-01	0	0	9.736650e-01	5.260944e-01	SEMA5A;CD164;NOTCH1;CDH13;MIA3;FBLN1;PLG;EPHB2;CBLL1;RND1
GO_Biological_Process_2023	Neurotransmitter Secretion (GO:0007269)	6/43	5.855859e-01	9.946252e-01	0	0	9.789769e-01	5.238920e-01	RPH3AL;DNAJC5;PIP5K1C;CPLX2;SYN3;CPLX1
GO_Biological_Process_2023	Positive Regulation Of miRNA Transcription (GO:1902895)	6/43	5.855859e-01	9.946252e-01	0	0	9.789769e-01	5.238920e-01	FOXA1;JUN;MYB;GATA3;PRL;FOS
GO_Biological_Process_2023	Positive Regulation Of Stress Fiber Assembly (GO:0051496)	6/43	5.855859e-01	9.946252e-01	0	0	9.789769e-01	5.238920e-01	CCDC88A;PAK1;RGCC;PXN;RAC1;TGFBR1
GO_Biological_Process_2023	Golgi Organization (GO:0007030)	18/130	5.857960e-01	9.946252e-01	0	0	9.700906e-01	5.187887e-01	DYNC2H1;ATP8B2;COG5;CSNK1A1;SEC16A;RAB1B;COG3;GBF1;COG2;HTT;GCC2;LYSMD3;VMP1;SEC23IP;TBC1D20;GOLGB1;TRAPPC11;TRIP11
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	18/130	5.857960e-01	9.946252e-01	0	0	9.700906e-01	5.187887e-01	LYN;ANGPT4;SRC;TNK2;ITGB3;IFNA2;SRCIN1;GATA1;LRP8;FGF7;ERBB4;DOK7;ABL1;UNC119;HES1;AMH;GAS6;FGFR3
GO_Biological_Process_2023	Muscle Contraction (GO:0006936)	13/94	5.871689e-01	9.946252e-01	0	0	9.688063e-01	5.158339e-01	HCN4;CHRNB1;SMPX;TMOD2;LMOD1;RYR3;MYH1;P2RX6;EDNRA;MYH8;SCN7A;SCN4A;MYH4
GO_Biological_Process_2023	Cellular Response To Light Stimulus (GO:0071482)	9/65	5.876026e-01	9.946252e-01	0	0	9.701856e-01	5.158520e-01	YY1;CREBBP;PARP1;ERCC4;SMPD1;POLD1;RHO;INO80;COPS9
GO_Biological_Process_2023	Regulation Of Cell-Matrix Adhesion (GO:0001952)	9/65	5.876026e-01	9.946252e-01	0	0	9.701856e-01	5.158520e-01	CDK6;PTPRA;CDH13;TSC1;SEMA3E;PIK3CB;TLN1;AJAP1;CORO1C
GO_Biological_Process_2023	DNA Replication Initiation (GO:0006270)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	ORC5;PURA;TOPBP1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	HFE;IDE;HLA-F
GO_Biological_Process_2023	Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	EHD1;AKT1;MAPT
GO_Biological_Process_2023	Macrophage Differentiation (GO:0030225)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	PARP1;GATA3;SIRT1
GO_Biological_Process_2023	Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	NOP14;EXOSC10;EXOSC8
GO_Biological_Process_2023	Mitochondrial Calcium Ion Homeostasis (GO:0051560)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	LETM1;SLC8A3;MICU2
GO_Biological_Process_2023	Modulation By Symbiont Of Entry Into Host (GO:0052372)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	RFPL4A;FUCA2;EXOC2
GO_Biological_Process_2023	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	NOTCH1;BCOR;GAS6
GO_Biological_Process_2023	Negative Regulation Of Interleukin-2 Production (GO:0032703)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	NAV3;EZR;GBP1
GO_Biological_Process_2023	Negative Regulation Of Osteoclast Differentiation (GO:0045671)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	TMEM178A;LRRC17;CARTPT
GO_Biological_Process_2023	Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	PRKN;INS;PLIN5
GO_Biological_Process_2023	Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	SUCLA2;ABCB6;COX15
GO_Biological_Process_2023	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	RRM1;CCND1;RRM2B
GO_Biological_Process_2023	Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	LYN;IFNGR1;RANBP9
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	RPS15;UBB;CDK5RAP3
GO_Biological_Process_2023	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	NEUROD1;TRAF6;GATA3
GO_Biological_Process_2023	Positive Regulation Of Vacuole Organization (GO:0044090)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	LRSAM1;RAB3GAP2;RAB3GAP1
GO_Biological_Process_2023	Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	PTPRA;TLN1;CORO1C
GO_Biological_Process_2023	Response To Cadmium Ion (GO:0046686)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	JUN;MT1H;FOS
GO_Biological_Process_2023	Retrotransposon Silencing (GO:0010526)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	ZNF91;SIRT6;UBR2
GO_Biological_Process_2023	Sulfur Compound Transport (GO:0072348)	3/21	5.904082e-01	9.946252e-01	0	0	1.006223e+00	5.302201e-01	SLC19A3;SLC26A4;SLC19A2
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	32/231	5.910189e-01	9.946252e-01	0	0	9.704895e-01	5.103875e-01	FOXA1;PTPRR;NOTCH1;LAMA4;WWC2;PON1;STC1;GATA3;HMGCR;PTPRG;ROBO1;CORO1C;INS;ADAMTS5;FLCN;ING2;RPS6KA5;RAB11FIP1;ZNF423;PARP1;IFNGR1;GDF15;CYP51A1;KREMEN2;MCC;TBX5;BRMS1;RGCC;NOVA1;NOVA2;GAS6;SRSF6
GO_Biological_Process_2023	Peptidyl-Threonine Phosphorylation (GO:0018107)	8/58	5.934871e-01	9.946252e-01	0	0	9.658716e-01	5.039336e-01	CAMK2D;TBK1;CSNK2A1;PDPK1;AKT1;TGFBR1;MARK2;HIPK2
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	SESN2;ATRX;BCL3;CASP2;HIPK2
GO_Biological_Process_2023	Base-Excision Repair (GO:0006284)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	POLD1;XRCC1;ERCC5;NEIL1;POLE
GO_Biological_Process_2023	Blood Vessel Diameter Maintenance (GO:0097746)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	EDNRA;CPS1;GPER1;KCNMB4;INS
GO_Biological_Process_2023	Positive Regulation Of Phospholipase C Activity (GO:0010863)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	P2RY12;EDNRA;GNAQ;ESR1;SELE
GO_Biological_Process_2023	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	IFNAR2;STAT2;PKD2;PKD1;IFNAR1
GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	IRS1;C1QTNF12;PRKAG2;AKT1;INS
GO_Biological_Process_2023	Regulation Of Receptor Internalization (GO:0002090)	5/36	5.944820e-01	9.946252e-01	0	0	9.737114e-01	5.063931e-01	MKLN1;ATXN2;TBC1D5;FLOT1;SELE
GO_Biological_Process_2023	Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	15/109	5.953067e-01	9.946252e-01	0	0	9.632044e-01	4.995935e-01	SEMA5A;USP8;CSNK2A1;WNT5B;UBE2B;CAV1;GSKIP;LYPD6;SKI;GID8;PIN1;CSNK1G2;CSNK1G1;ZBED3;DACT1
GO_Biological_Process_2023	Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	11/80	5.957513e-01	9.946252e-01	0	0	9.623219e-01	4.984173e-01	LYN;SLC8A3;HEXIM2;PRKAR1B;PRKAR1A;SMPD1;SPRY3;AKT1;PIK3CB;SIRT1;CDK5RAP3
GO_Biological_Process_2023	Regulation Of Cytokinesis (GO:0032465)	11/80	5.957513e-01	9.946252e-01	0	0	9.623219e-01	4.984173e-01	FLCN;BECN1;ZFYVE19;CUL3;PIN1;PRPF40A;PKP4;PKN2;BBS4;RAB11FIP4;BCL2L1
GO_Biological_Process_2023	Calcium Ion Homeostasis (GO:0055074)	14/102	5.990713e-01	9.946252e-01	0	0	9.602835e-01	4.920250e-01	DMPK;WFS1;ATP13A1;CAV1;STC1;RMDN3;ATP2A2;SLC8A3;EDNRA;CSRP3;VAPB;ATP13A2;ELANE;CCL15
GO_Biological_Process_2023	RNA Modification (GO:0009451)	7/51	6.004891e-01	9.946252e-01	0	0	9.603816e-01	4.898050e-01	DTWD2;MEPCE;ADAR;LCMT2;THUMPD1;PUS7L;HNRNPAB
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	7/51	6.004891e-01	9.946252e-01	0	0	9.603816e-01	4.898050e-01	NUMA1;LRP1;PDPK1;EPB41;GPER1;AKT1;EPHB2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	7/51	6.004891e-01	9.946252e-01	0	0	9.603816e-01	4.898050e-01	LRP1;PDPK1;GPER1;RACK1;AGR2;AKT1;EPHB2
GO_Biological_Process_2023	Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)	7/51	6.004891e-01	9.946252e-01	0	0	9.603816e-01	4.898050e-01	CAMK2D;UBASH3B;PDPK1;GPER1;TRPC1;FKBP1B;DRD1
GO_Biological_Process_2023	Sensory Perception (GO:0007600)	7/51	6.004891e-01	9.946252e-01	0	0	9.603816e-01	4.898050e-01	OBP2A;WHRN;GNAS;TMEM150C;RETREG1;BBS4;OR3A2
