Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Transcription By RNA Polymerase II (GO:0006366)	48/192	4.934022e-05	1.400055e-01	0	0	2.029826e+00	2.012932e+01	NFAT5;CCNK;CCNT2;GMEB2;CCNH;ICE2;DDX21;RTF1;MED16;GTF2E1;PMF1;SUPT6H;TAF5L;SNAPC5;RXRA;PCF11;SNAPC2;NOCT;SNAPC4;TRIM24;LEO1;RPRD1B;POLR2G;PKNOX1;ZBTB7B;PAAF1;POLR2L;NCOA2;XBP1;PARP1;TAF12;TAF10;ADRM1;GTF2F1;MED4;GTF2H3;MED26;MED7;CDK9;DRAP1;TFCP2;CREB1;COPS2;XRN2;TAF7;TRIP11;TAF4;RBMX
GO_Biological_Process_2023	DNA-templated Transcription (GO:0006351)	49/199	6.271242e-05	1.400055e-01	0	0	1.989240e+00	1.924978e+01	DIDO1;CCNK;GMEB2;CCNT2;CRCP;CCNH;MED16;SNAPC2;TRIM24;UBTF;EPC1;PKNOX1;PARP1;NCOA6;MED4;GTF2F1;GTF3C1;NFAT5;GTF3C5;DDX21;BAZ2A;SPTY2D1;GTF2E1;PMF1;TAF5L;ZFP36L2;NOCT;POLR2G;ZBTB7B;POLR2L;XBP1;TAF12;POLR3GL;TAF10;MTERF4;SMARCA5;GTF2H3;CDK9;DRAP1;NR4A2;XAB2;COPS2;TRIP11;TAF7;MMS19;RNPS1;TAF4;POLR3K;RBMX
GO_Biological_Process_2023	RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	44/180	1.724075e-04	2.205503e-01	0	0	1.968234e+00	1.705602e+01	ZCCHC8;DHX8;DDX46;DDX23;HNRNPU;CWC25;WDR83;CASC3;RBM4;ZMAT2;U2AF2;DHX35;SNIP1;MTREX;RALY;HNRNPA1;SRRM2;RBM14;GPKOW;BUD31;PRPF4B;PRPF40A;LSM5;CRNKL1;XAB2;RBMXL2;PRPF6;MFAP1;NOVA1;NOVA2;FRG1;SRSF2;RBM41;GEMIN5;PIN1;GEMIN6;SRSF4;RNPS1;GEMIN7;SNRPF;SRSF6;SLU7;RBMX;RBM22
GO_Biological_Process_2023	mRNA Splicing, Via Spliceosome (GO:0000398)	49/211	2.865891e-04	2.205503e-01	0	0	1.840589e+00	1.501453e+01	DDX46;HNRNPU;WDR83;CWC25;CASC3;RBM4;SNIP1;MTREX;SRRM2;RBM14;PRMT7;BUD31;PRPF40A;PRPF4B;CRNKL1;RBMXL2;PRPF6;FRG1;GEMIN4;SRSF2;GEMIN5;GEMIN6;SRSF4;GEMIN7;SNRPF;SRSF6;SLU7;RBM22;ZCCHC8;DHX8;DDX23;DDX20;ZMAT2;U2AF2;DHX35;RALY;HNRNPA1;GPKOW;LSM5;DNAJC17;XAB2;MFAP1;NOVA1;NOVA2;RBM41;PIN1;RNPS1;CDK13;RBMX
GO_Biological_Process_2023	Chromatin Remodeling (GO:0006338)	52/228	3.043030e-04	2.205503e-01	0	0	1.798355e+00	1.456215e+01	FOXA1;CHD8;CHD4;CHD3;BMI1;CHD2;YY1;MECOM;PWWP2A;SMARCAD1;KDM6A;SMARCC2;KDM2B;USP3;ATRX;HCFC1;TTI1;WAC;TOP1;CGGBP1;HDGFL3;HDAC4;INO80B;NFAT5;SMARCD1;INO80E;DDX23;DDX21;BAZ2A;SUPT6H;PRIMPOL;PAK1;MTA1;BRD9;SMARCE1;KDM4B;KDM4C;KDM4D;BICRAL;CBX3;MCRS1;SMARCA5;MTHFR;INO80;ESR1;TADA2B;CDK9;REST;RYBP;TRIP12;BCOR;ZNF335
GO_Biological_Process_2023	Monoubiquitinated Protein Deubiquitination (GO:0035520)	13/33	3.296447e-04	2.205503e-01	0	0	3.937681e+00	3.157034e+01	USP7;USP16;TAF12;TRRAP;TAF10;SGF29;TAF5L;SUPT3H;TADA2B;TAF7;SUPT20H;TAF4;ATXN7L3
GO_Biological_Process_2023	DNA-templated Transcription Initiation (GO:0006352)	19/59	3.470960e-04	2.205503e-01	0	0	2.880287e+00	2.294410e+01	GTF3C1;CRCP;RRN3;TAF12;CCNH;NCOA6;TAF10;SMARCA5;GTF2F1;MED26;GTF2E1;ZFP36L2;MED7;CDK9;UBTF;TAF7;POLR2G;TAF4;PAAF1
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	108/557	3.951629e-04	2.205503e-01	0	0	1.470041e+00	1.151955e+01	TRRAP;YY1;PSMD9;FGF7;TRIM28;MYB;AKT1;EPC1;SUPT20H;ATXN7L3;TP63;ANKRD49;SMARCC2;FBXW11;MITF;HNF1B;MED4;HCFC1;ILF3;KAT6B;CLOCK;INO80B;INO80E;NOTCH1;MEAF6;AIRE;MAX;KMT2B;GATA3;PSEN1;GATA1;TAF5L;GLIS2;NEUROD1;NPAT;NUP85;MAP2K7;ZNF423;CREBBP;JUN;BICRAL;INO80;INHBA;GDF6;NR0B2;ESR1;TADA2B;MLXIPL;MRGBP;BCL3;MMS19;FANK1;RET;SETD3;CHD8;SIX1;CHD4;SGF29;CHD3;GLI1;MED16;GLI3;GLI2;PHF8;ING2;MED13;MECOM;NCOA6;MSL2;TFEB;AXIN1;EDF1;FOXL2;FOS;ZFP90;SUPT3H;TGFBR1;CREB1;ELF2;THRAP3;WAC;HDAC4;PRKAA1;USP16;MYRF;RNF6;CAMKK2;NSD3;RXRA;MTA1;ERBB4;BRD8;PCBD2;BRD4;TAF15;TAF12;MCRS1;TAF10;ATAD2;TBX5;HNRNPAB;HIPK2;REST;RYBP;KANSL1;TAF7;NAA15;TAF4
GO_Biological_Process_2023	Histone Deubiquitination (GO:0016578)	13/34	4.647960e-04	2.305905e-01	0	0	3.749954e+00	2.877681e+01	TAF12;TRRAP;TAF10;USP3;SGF29;TAF5L;SUPT3H;TADA2B;TAF7;SUPT20H;TAF4;ATXN7L3;MPND
GO_Biological_Process_2023	Negative Regulation Of RNA Splicing (GO:0033119)	9/19	5.571348e-04	2.487607e-01	0	0	5.447653e+00	4.081765e+01	RPS26;PTBP1;U2AF2;RNPS1;SRSF4;TMBIM6;SRSF6;RBMX;PTBP3
GO_Biological_Process_2023	Monoubiquitinated Histone H2A Deubiquitination (GO:0035522)	11/27	6.741399e-04	2.508362e-01	0	0	4.162884e+00	3.039768e+01	TADA2B;TAF12;TRRAP;TAF10;TAF7;SGF29;SUPT20H;TAF4;ATXN7L3;TAF5L;SUPT3H
GO_Biological_Process_2023	Monoubiquitinated Histone Deubiquitination (GO:0035521)	11/27	6.741399e-04	2.508362e-01	0	0	4.162884e+00	3.039768e+01	TADA2B;TAF12;TRRAP;TAF10;TAF7;SGF29;SUPT20H;TAF4;ATXN7L3;TAF5L;SUPT3H
GO_Biological_Process_2023	Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	17/53	7.361419e-04	2.526466e-01	0	0	2.862085e+00	2.064733e+01	RBFOX1;RBM47;HNRNPU;CELF6;PTBP1;RBM4;REST;THRAP3;NOVA1;NOVA2;RNPS1;NSRP1;SRSF6;HNRNPA1;RBM24;RBMX;RBM11
GO_Biological_Process_2023	Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243)	22/77	7.989086e-04	2.526466e-01	0	0	2.425957e+00	1.730257e+01	TCERG1;CCNK;PARP1;INTS1;ZMYND8;INTS2;HNRNPU;SIRT6;MED16;MED4;MED26;SUPT6H;MED7;CDK9;MED11;LEO1;PWWP2A;INTS4;INTS7;NELFCD;ZMYND11;CDK13
GO_Biological_Process_2023	Histone H3 Acetylation (GO:0043966)	13/36	8.782259e-04	2.526466e-01	0	0	3.423471e+00	2.409304e+01	NAA60;TAF12;TRRAP;TAF10;SGF29;TAF5L;SUPT3H;TADA2B;TAF7;SUPT20H;TAF4;ATXN7L3;KAT14
GO_Biological_Process_2023	Mitochondrial DNA Metabolic Process (GO:0032042)	7/13	9.053405e-04	2.526466e-01	0	0	7.058436e+00	4.945987e+01	MGME1;RRM1;ENDOG;PARP1;RRM2B;TOP3A;PRIMPOL
GO_Biological_Process_2023	Chromatin Organization (GO:0006325)	57/268	1.020219e-03	2.548036e-01	0	0	1.643842e+00	1.132235e+01	FOXA1;CHD8;EHMT1;HNRNPU;NUCKS1;CHD4;CHD3;BMI1;YY1;CHAF1A;TRIM28;PWWP2A;SMARCAD1;BANF1;HMG20A;HMGN2;KDM6A;SMARCC2;KDM2B;ATRX;SAFB;SIRT1;HCFC1;TTI1;KAT6B;GRWD1;WAC;DNAJC9;TOP1;HDGFL3;HDAC4;NAA60;INO80B;SMARCD1;INO80E;DDX21;BAZ2A;SPTY2D1;PAK1;HIRIP3;MTA1;UBN1;BRD9;SMARCE1;KDM4B;KDM4C;KDM4D;BICRAL;CBX3;MCRS1;SMARCA5;INO80;ESR1;TADA2B;REST;RYBP;BCOR
GO_Biological_Process_2023	Fatty Acid Homeostasis (GO:0055089)	6/10	1.027204e-03	2.548036e-01	0	0	9.072990e+00	6.243047e+01	MLXIPL;PRKAA1;XBP1;POLD1;SIRT1;INS
GO_Biological_Process_2023	Histone Acetylation (GO:0016573)	18/60	1.254659e-03	2.896718e-01	0	0	2.597531e+00	1.735382e+01	NAA60;CREBBP;MEAF6;TAF12;TRRAP;TAF10;SGF29;SUPT3H;TAF5L;TADA2B;MRGBP;EPC1;TAF7;SUPT20H;BRD8;TAF4;ATXN7L3;KAT14
GO_Biological_Process_2023	mRNA Processing (GO:0006397)	47/214	1.349959e-03	2.896718e-01	0	0	1.710876e+00	1.130492e+01	ZCCHC8;TCERG1;DHX8;DDX46;DDX23;HNRNPU;WDR83;CWC25;CASC3;RBM4;ZMAT2;U2AF2;DHX35;SNIP1;MTREX;RPRD1B;RALY;HNRNPA1;SRRM2;RBM14;GPKOW;BUD31;PRPF40A;PRPF4B;RPRD2;LSM5;CRNKL1;XAB2;RBMXL2;PRPF6;MFAP1;NOVA1;NOVA2;FRG1;SRSF2;RBM41;GEMIN5;PIN1;RNPS1;GEMIN6;SRSF4;GEMIN7;SNRPF;SRSF6;SLU7;RBMX;RBM22
GO_Biological_Process_2023	Lipid Droplet Organization (GO:0034389)	11/29	1.362398e-03	2.896718e-01	0	0	3.699910e+00	2.441389e+01	PRKAA1;TSPO2;FAF2;FITM2;PLIN2;ZFYVE1;SFI1;RAB3GAP1;CDS2;PLIN5;PNPLA2
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)	17/56	1.467274e-03	2.977900e-01	0	0	2.641461e+00	1.723382e+01	TCERG1;CCNK;CCNT2;PARP1;ZMYND8;THOC1;MED16;MED4;MED26;SUPT6H;MED7;CDK9;MED11;LEO1;PWWP2A;CDK13;BRD4
GO_Biological_Process_2023	Histone Modification (GO:0016570)	22/81	1.657244e-03	3.217215e-01	0	0	2.260957e+00	1.447600e+01	HDAC4;CREBBP;MEAF6;TAF12;UBE2B;TRRAP;USP3;TAF10;CHD4;SIRT6;CHD3;SIRT1;SUPT3H;TAF5L;BRMS1;MTA1;MRGBP;UBE2N;EPC1;BRD8;ATXN7L3;KAT14
GO_Biological_Process_2023	Microtubule Polymerization (GO:0046785)	12/34	1.729613e-03	3.217800e-01	0	0	3.302795e+00	2.100531e+01	TPPP3;SSNA1;RANBP9;PIN1;SLAIN2;TUBGCP3;TPPP;MAPT;TUBGCP4;TUBG1;CKAP5;HDGFL3
GO_Biological_Process_2023	Establishment Of Mitochondrion Localization, Microtubule-Mediated (GO:0034643)	4/5	1.803883e-03	3.221736e-01	0	0	2.418182e+01	1.527762e+02	UXT;RHOT2;RHOT1;UBB
GO_Biological_Process_2023	Regulation Of DNA Metabolic Process (GO:0051052)	30/124	2.055167e-03	3.529354e-01	0	0	1.936685e+00	1.198304e+01	INO80B;INO80E;MEAF6;TRRAP;NUCKS1;BAZ2A;SGF29;TAF5L;YY1;ORC5;SMARCAD1;SUPT20H;ATXN7L3;KPNA1;UPF1;TAF12;MCRS1;TAF10;THOC1;SMARCA5;YLPM1;INO80;SUPT3H;CDK9;TADA2B;CCDC88A;UBE2N;TERF2IP;TAF7;TAF4
GO_Biological_Process_2023	Negative Regulation Of Chemotaxis (GO:0050922)	11/31	2.541481e-03	4.144396e-01	0	0	3.329530e+00	1.989397e+01	SEMA5A;NOTCH1;ANGPT2;SEMA3D;SEMA4B;SEMA6D;SEMA3E;SEMA3F;ELANE;PTPN2;ROBO1
GO_Biological_Process_2023	Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	24/94	2.598949e-03	4.144396e-01	0	0	2.079043e+00	1.237581e+01	RBM39;DAZAP1;RBFOX1;RBM47;HNRNPU;CELF6;QKI;RBM3;PTBP1;RBM4;REST;THRAP3;U2AF2;NOVA1;NOVA2;SRSF4;RNPS1;METTL16;NSRP1;SRSF6;HNRNPA1;RBM24;RBMX;RBM11
GO_Biological_Process_2023	Negative Regulation Of mRNA Catabolic Process (GO:1902373)	13/41	3.368659e-03	5.186574e-01	0	0	2.811316e+00	1.600550e+01	TAF15;IREB2;HNRNPU;HNRNPAB;ZAR1;LARP1;DHX34;THRAP3;NOCT;IGF2BP1;MEIOC;VIP;RBM24
GO_Biological_Process_2023	Negative Regulation Of Cellular Metabolic Process (GO:0031324)	14/46	3.639113e-03	5.416214e-01	0	0	2.649443e+00	1.487931e+01	HDAC4;PRKN;ITGB3;SIRT6;SIRT1;INS;BCKDK;FLCN;FZR1;CDK6;NCOR1;AKT3;AMH;PLIN5
GO_Biological_Process_2023	Regulation Of DNA Repair (GO:0006282)	30/129	3.870444e-03	5.574688e-01	0	0	1.838334e+00	1.021081e+01	INO80B;SMARCD1;INO80E;MEAF6;TRRAP;SGF29;TAF5L;YY1;PPP4C;TRIM28;EPC1;SUPT20H;BRD8;ATXN7L3;SMARCE1;SMARCC2;PARP1;TAF12;MCRS1;TAF10;INO80;SIRT1;SUPT3H;CDK9;TADA2B;MRGBP;UBE2N;TAF7;TRIP12;TAF4
GO_Biological_Process_2023	Regulation Of Histone Methylation (GO:0031060)	5/9	4.413412e-03	6.158089e-01	0	0	7.558160e+00	4.098871e+01	SMARCA5;EHMT1;MTHFR;FAM47E;SIRT1
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	59/298	4.700279e-03	6.304153e-01	0	0	1.500775e+00	8.044355e+00	BTG4;TRRAP;HNRNPU;SGF29;PKD2;PKD1;CKS1B;YY1;MECOM;GPER1;CDC27;RACK1;EPC1;JUNB;CDK5RAP3;CNTD1;NLRP2B;ANAPC7;TSC2;TSC1;SIRT1;TGFBR1;HCFC1;UHMK1;RHOB;ANAPC5;ANAPC1;INO80B;INO80E;MEAF6;CTBP1;DCUN1D3;HTRA2;GATA3;LIN9;HOXD10;FZR1;RPS15A;FIGNL1;ZNF703;E4F1;RPRD1B;BRD8;HOXC9;MARK4;BRINP3;KAT14;JUN;MCRS1;GBF1;INO80;YY1AP1;GADD45G;HIPK2;CDK9;CDK6;MRGBP;CCPG1;NOP53
GO_Biological_Process_2023	Regulation Of Skeletal Muscle Contraction (GO:0014819)	4/6	4.800475e-03	6.304153e-01	0	0	1.209020e+01	6.455009e+01	SLC8A3;DMPK;SCN4A;KCNJ2
GO_Biological_Process_2023	Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968)	13/43	5.319190e-03	6.726679e-01	0	0	2.623589e+00	1.373825e+01	TCERG1;CCNK;ZMYND8;MED16;MED4;SUPT6H;MED26;MED7;CDK9;MED11;LEO1;PWWP2A;CDK13
GO_Biological_Process_2023	Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	14/48	5.558890e-03	6.726679e-01	0	0	2.493302e+00	1.294612e+01	LYN;PTPRR;RANBP9;FBLN1;FLCN;SLC9A3R1;GPER1;SPRY3;SIRPA;PIN1;EPHB2;EZR;GBP1;PTPN2
GO_Biological_Process_2023	Positive Regulation Of Histone Deacetylation (GO:0031065)	6/13	5.724833e-03	6.726679e-01	0	0	5.183659e+00	2.676293e+01	ING2;CTBP1;SMARCA5;BAZ2A;SIRT6;SIRT1
GO_Biological_Process_2023	Positive Regulation Of Protein Deacetylation (GO:0090312)	6/13	5.724833e-03	6.726679e-01	0	0	5.183659e+00	2.676293e+01	ING2;BRMS1;CTBP1;SMARCA5;BAZ2A;SIRT1
GO_Biological_Process_2023	Regulation Of Histone Deacetylation (GO:0031063)	8/21	5.950811e-03	6.812915e-01	0	0	3.722925e+00	1.907712e+01	CAMK2D;ING2;CTBP1;SMARCA5;BAZ2A;SGF29;SIRT1;KAT14
GO_Biological_Process_2023	Internal Peptidyl-Lysine Acetylation (GO:0018393)	12/39	6.243384e-03	6.969178e-01	0	0	2.690381e+00	1.365700e+01	CREBBP;MRGBP;NAT8;MEAF6;TAF12;TRRAP;TAF10;EPC1;BRD8;TAF5L;KAT14;SUPT3H
GO_Biological_Process_2023	Regulation Of mRNA Stability (GO:0043488)	19/74	6.471538e-03	7.047663e-01	0	0	2.092919e+00	1.054902e+01	YTHDF1;TAF15;IREB2;HNRNPU;RC3H1;ZFP36L2;ZAR1;PUM2;LARP1;THRAP3;CSDC2;KHSRP;NOCT;MEIOC;IGF2BP1;VIM;METTL16;VIP;RBM24
GO_Biological_Process_2023	Histone H3-K4 Methylation (GO:0051568)	9/26	7.411266e-03	7.817929e-01	0	0	3.203193e+00	1.571088e+01	PAGR1;RBBP5;NCOA6;KMT2C;SETD1B;KMT2B;SETD1A;KDM6A;HCFC1
GO_Biological_Process_2023	Regulation Of Protein Dephosphorylation (GO:0035304)	12/40	7.788338e-03	7.817929e-01	0	0	2.594144e+00	1.259490e+01	PPP1R2;PTBP1;YWHAB;PPP1R7;SMPD1;CNEP1R1;ENSA;PPP6R3;HTT;PPP2R5A;PIN1;TSC1
GO_Biological_Process_2023	Regulation Of RNA Splicing (GO:0043484)	24/102	7.844117e-03	7.817929e-01	0	0	1.864934e+00	9.041185e+00	RBM39;AHNAK;TAF12;TRRAP;TAF10;ILDR2;SGF29;TAF5L;QKI;SUPT3H;PTBP3;RPS26;TADA2B;PTBP1;U2AF2;HABP4;ZNF326;TMBIM6;SUPT20H;RBM12;METTL16;HNRNPA1;ATXN7L3;RBM22
GO_Biological_Process_2023	Oxoacid Metabolic Process (GO:0043436)	8/22	8.204000e-03	7.817929e-01	0	0	3.456800e+00	1.660347e+01	LIPT2;SULT1A1;MINPP1;SULT1B1;TPST1;SULT1E1;AMH;SULT1C4
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Efflux (GO:0010875)	8/22	8.204000e-03	7.817929e-01	0	0	3.456800e+00	1.660347e+01	EEPD1;RXRA;LRP1;ABCA3;CAV1;PON1;SIRT1;PLTP
GO_Biological_Process_2023	Response To Peptide Hormone (GO:0043434)	15/55	8.229399e-03	7.817929e-01	0	0	2.270693e+00	1.089942e+01	CELA2A;XBP1;IRS1;SRC;CAV1;STAT2;TSC1;SIRT1;MC4R;POMC;CREB1;CYP11A1;GPER1;ZBTB7B;ZBED3
GO_Biological_Process_2023	Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)	6/14	8.826578e-03	8.019382e-01	0	0	4.535437e+00	2.145256e+01	PTBP1;U2AF2;RNPS1;SRSF4;SRSF6;RBMX
GO_Biological_Process_2023	Negative Regulation Of DNA-templated Transcription (GO:0045892)	172/1025	9.850658e-03	8.019382e-01	0	0	1.231371e+00	5.689202e+00	TCERG1;MYT1L;NAB1;ZMYND8;UBE2D3;PRDM5;WWC2;EHMT1;HNRNPU;ETS2;BACH2;MBD3L1;YY1;UXT;DACH1;RPS6KA5;TRIM28;CCND1;BASP1;MYB;EPC1;KMT5A;TP63;PIAS4;ZNF440;SMARCC2;NKX6-2;KDM2A;MSX2;KDM2B;ZNF282;FBXW11;ZBTB37;MITF;SOX12;FOXP2;DKK3;HCFC1;ILF3;BRMS1;PSPC1;KAT6B;TIMELESS;BCORL1;EZR;ZFPM2;CLOCK;CGGBP1;ZNF674;ZNF550;CALCA;SET;NOTCH1;MAX;CTBP1;BAZ2A;GATA3;RTF1;PSEN1;AEBP1;GATA1;NPAS1;GLIS1;GLIS2;SBNO2;MIER3;ZNF703;MAGEC3;E4F1;ZNF304;ZNF423;ZNF785;ELANE;HEXIM2;CREBBP;JUN;ZNF263;UBE2I;WFS1;CBX3;CAV1;PHF12;SMARCA5;NFATC3;PA2G4;NR0B2;ESR1;NFATC4;POU6F1;DRAP1;NR4A2;MLXIPL;SP2;COPS2;BHLHE40;BCL3;ZNF536;MAFK;RCOR3;RBAK;RCOR1;MXD4;ZNF134;ZNF254;ZNF512B;CREBZF;ZNF131;CHD8;IFNA2;CHD4;CHD3;BMI1;GLI3;GLI2;FLCN;SDR16C5;ING2;ZMYM2;MECOM;ZNF404;DACT1;KLF12;PARP1;SIRT6;FOXL2;CBFA2T2;SIRT1;ETV5;ZFP90;ZNF75A;CREB1;NCOR1;TRAF6;CRY2;PAX9;ZMYND11;GAS6;PRKN;HDAC4;DDX20;ZBTB45;ZNF8;ASCL2;DNAJB1;PURA;TCEAL7;RXRA;MTA1;CUX1;BAHD1;TBX20;HES1;SAMD1;SPDEF;ZNF343;JAZF1;SMARCE1;IGBP1;WWP1;TBX6;SKI;HEYL;REST;ZNF619;PDCD4;TAF7;FOSB;ZNF337;BCOR;NOP53;TRIM33;GZF1
GO_Biological_Process_2023	N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	4/7	9.942987e-03	8.019382e-01	0	0	8.059666e+00	3.716222e+01	NAA60;NAA30;NAA25;NAA15
GO_Biological_Process_2023	Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019)	4/7	9.942987e-03	8.019382e-01	0	0	8.059666e+00	3.716222e+01	PTGIS;CAV1;KHSRP;SIRPA
GO_Biological_Process_2023	Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406)	4/7	9.942987e-03	8.019382e-01	0	0	8.059666e+00	3.716222e+01	PTGIS;CAV1;KHSRP;SIRPA
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	4/7	9.942987e-03	8.019382e-01	0	0	8.059666e+00	3.716222e+01	HCN4;CAMK2D;CAV1;ATP2A2
GO_Biological_Process_2023	Response To Ionizing Radiation (GO:0010212)	18/72	1.053246e-02	8.019382e-01	0	0	2.018886e+00	9.192578e+00	PRKAA1;KDM4D;BRAT1;DCUN1D3;INO80;SIRT1;INIP;RHOB;MTA1;ERCC4;SMPD1;FIGNL1;XRRA1;NABP2;INTS7;TOPBP1;CLOCK;RAD9A
GO_Biological_Process_2023	Artery Development (GO:0060840)	8/23	1.103989e-02	8.019382e-01	0	0	3.226159e+00	1.453784e+01	EFEMP2;HECTD1;SLC2A10;GJA5;HES1;PKD2;TGFBR1;ROBO1
GO_Biological_Process_2023	Negative Regulation Of Gene Expression (GO:0010629)	63/336	1.205379e-02	8.019382e-01	0	0	1.402137e+00	6.195169e+00	CREBZF;PIWIL2;BTG2;RNH1;PIWIL3;IFNA2;CHD4;BMI1;ROBO1;YY1;FLCN;PTBP1;RBM4;SDR16C5;RPS6KA5;GPER1;TRIM3;RACK1;EPC1;NUDT16;AMH;METTL16;CSNK2A1;DAPK1;SLC2A10;SIRT6;TSC1;NUDT16L1;UPK3B;SIRT1;PTBP3;ZAR1;ILF3;PRKAR1A;CLDN19;PGR;TMBIM6;MAPT;CD46;RBMS3;PRKN;NOTCH2;PRKAA1;NOTCH1;LRP1;PSEN1;NTS;ZFP36L2;INS;LARP1;NOCT;IGF2BP1;NDFIP2;TIPARP;LSM5;NR0B2;ESR1;RPS26;TDRD1;REST;RGCC;CCDC3;CNOT9
GO_Biological_Process_2023	Cardiac Ventricle Development (GO:0003231)	7/19	1.221900e-02	8.019382e-01	0	0	3.527984e+00	1.553993e+01	HEYL;NOTCH1;HECTD1;GJA5;HES1;GATA3;TBX5
GO_Biological_Process_2023	Positive Regulation Of Histone Methylation (GO:0031062)	7/19	1.221900e-02	8.019382e-01	0	0	3.527984e+00	1.553993e+01	KANSL1;MCRS1;SMARCA5;BAZ2A;FAM47E;SIRT1;HCFC1
GO_Biological_Process_2023	Steroid Hormone Biosynthetic Process (GO:0120178)	7/19	1.221900e-02	8.019382e-01	0	0	3.527984e+00	1.553993e+01	SRD5A2;CYP11A1;CYP21A2;HSD3B1;HSD17B3;HSD17B6;HSD17B7
GO_Biological_Process_2023	Regulation Of Bone Resorption (GO:0045124)	9/28	1.258087e-02	8.019382e-01	0	0	2.865681e+00	1.253901e+01	MC4R;CALCA;UBASH3B;SRC;ITGB3;PLEKHM1;SLC4A2;TNFRSF11A;CARTPT
GO_Biological_Process_2023	Regulation Of Lipid Biosynthetic Process (GO:0046890)	9/28	1.258087e-02	8.019382e-01	0	0	2.865681e+00	1.253901e+01	C3;MLXIPL;CREB1;GPER1;MID1IP1;ASXL3;FITM2;THRSP;INS
GO_Biological_Process_2023	Transcription By RNA Polymerase III (GO:0006383)	9/28	1.258087e-02	8.019382e-01	0	0	2.865681e+00	1.253901e+01	GTF3C1;SNAPC5;GTF3C5;ICE2;SNAPC2;POLR3GL;SNAPC4;POLR3K;POLR2L
GO_Biological_Process_2023	Positive Regulation Of Double-Strand Break Repair (GO:2000781)	20/84	1.262398e-02	8.019382e-01	0	0	1.892939e+00	8.276228e+00	PIAS4;SMARCE1;SMARCD1;PARP3;SMARCC2;PARP1;MEAF6;KDM4D;TRRAP;KMT5C;SIRT6;SIRT1;MRGBP;SHLD2;TIMELESS;UBE2N;EPC1;MMS19;TRAPPC13;BRD8
GO_Biological_Process_2023	Brain Morphogenesis (GO:0048854)	5/11	1.264238e-02	8.019382e-01	0	0	5.038186e+00	2.202040e+01	SPEF2;FBXW11;SHANK3;BBS4;PAFAH1B1
GO_Biological_Process_2023	Lipoprotein Transport (GO:0042953)	5/11	1.264238e-02	8.019382e-01	0	0	5.038186e+00	2.202040e+01	VMP1;LRP1;SAR1B;UNC119;MIA3
GO_Biological_Process_2023	Negative Regulation Of RNA Metabolic Process (GO:0051253)	5/11	1.264238e-02	8.019382e-01	0	0	5.038186e+00	2.202040e+01	RPS26;PTBP1;TMBIM6;NUDT16;PTBP3
GO_Biological_Process_2023	Organonitrogen Compound Biosynthetic Process (GO:1901566)	27/123	1.294021e-02	8.019382e-01	0	0	1.704685e+00	7.410974e+00	SLC44A5;SLC44A4;GCNT1;CSAD;PCSK5;HACD4;SPTLC2;GPAT4;ORMDL2;TYW1;LCMT2;SPTSSB;ST3GAL2;CERS3;CERS6;PCYT1A;SPHK2;INHBA;CPS1;PRKD3;LPCAT2;DEGS2;NAGS;CSNK1G2;B4GALT5;BCAT2;CERS2
GO_Biological_Process_2023	3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427)	6/15	1.296686e-02	8.019382e-01	0	0	4.031265e+00	1.751729e+01	SULT1A1;SULT1B1;TPST1;SULT1E1;PAPSS2;SULT1C4
GO_Biological_Process_2023	Negative Regulation Of Gluconeogenesis (GO:0045721)	6/15	1.296686e-02	8.019382e-01	0	0	4.031265e+00	1.751729e+01	C1QTNF3;USP7;C1QTNF12;SIRT6;SOGA1;INS
GO_Biological_Process_2023	Negative Regulation Of mRNA Processing (GO:0050686)	6/15	1.296686e-02	8.019382e-01	0	0	4.031265e+00	1.751729e+01	PTBP1;U2AF2;RNPS1;SRSF4;SRSF6;RBMX
GO_Biological_Process_2023	Negative Regulation Of Small Molecule Metabolic Process (GO:0062014)	10/33	1.354319e-02	8.019382e-01	0	0	2.630650e+00	1.131672e+01	HDAC4;BCKDK;C1QTNF3;FLCN;USP7;NCOR1;C1QTNF12;SIRT6;SOGA1;INS
