group	names	scores	logfoldchanges	pvals	pvals_adj
39	SERPING1	32.97634		1.773936612600376e-238	3.547873225200752e-235
39	DIRAS3	2.5517962		0.010716918241720622	0.9998576301188279
39	ARHGAP36	1.6798847		0.09297975103599489	0.9998576301188279
39	FN1	0.72427684		0.46889578622408024	0.9998576301188279
39	C4A	0.7230867		0.46962662336924954	0.9998576301188279
39	AC004540.1	0.34286663		0.7316987888963897	0.9998576301188279
39	LINC02043	0.30472633		0.7605745914832607	0.9998576301188279
39	SYCE1	0.29034454		0.7715526688854573	0.9998576301188279
39	CCL4L2	0.27109686		0.7863165498083586	0.9998576301188279
39	VSIR	0.26160592		0.7936252729509296	0.9998576301188279
40	LINC00052	10.29153		7.694408910146133e-25	1.5388817820292265e-21
40	CADM2	8.731484		2.5135122336589196e-18	2.5135122336589196e-15
40	CORO6	5.3094606		1.0995001771625639e-07	7.330001181083759e-05
40	TPH1	5.0015116		5.688254600963827e-07	0.00028441273004819133
40	TRH	2.3120518		0.020774836400648953	0.9998413774016722
40	SYCE1	2.0066066		0.044791567526062115	0.9998413774016722
40	GAGE2A	1.487952		0.1367635634632018	0.9998413774016722
40	FTL	0.8334339		0.40460004423853047	0.9998413774016722
40	GAGE12E	0.7833659		0.4334122612429673	0.9998413774016722
40	PCSK1	0.7574717		0.44876730896701833	0.9998413774016722
41	NPPC	20.586843		3.6008018588000504e-94	7.201603717600101e-91
