Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Negative Regulation Of T Cell Differentiation In Thymus (GO:0033085)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TMEM131L
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Depolymerization (GO:0030835)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PIK3CA
GO_Biological_Process_2023	Negative Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042985)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	BACE2
GO_Biological_Process_2023	Negative Regulation Of Astrocyte Differentiation (GO:0048712)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HES5
GO_Biological_Process_2023	Negative Regulation Of Axon Regeneration (GO:0048681)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RTN4R
GO_Biological_Process_2023	Negative Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070100)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RNF113A
GO_Biological_Process_2023	Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TGM2
GO_Biological_Process_2023	Negative Regulation Of Fibroblast Migration (GO:0010764)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HYAL2
GO_Biological_Process_2023	Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ZNF445
GO_Biological_Process_2023	Negative Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000323)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PER1
GO_Biological_Process_2023	Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PASK
GO_Biological_Process_2023	Negative Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IGFBP5
GO_Biological_Process_2023	Negative Regulation Of Lamellipodium Organization (GO:1902744)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	KANK1
GO_Biological_Process_2023	Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ANGPTL4
GO_Biological_Process_2023	Negative Regulation Of Monocyte Chemotaxis (GO:0090027)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DUSP1
GO_Biological_Process_2023	Negative Regulation Of Nervous System Process (GO:0031645)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TMEM98
GO_Biological_Process_2023	Negative Regulation Of Relaxation Of Muscle (GO:1901078)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	GRK2
GO_Biological_Process_2023	Neutrophil Extravasation (GO:0072672)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PRTN3
GO_Biological_Process_2023	Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MAP3K7
GO_Biological_Process_2023	Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DPH2
GO_Biological_Process_2023	Peptidyl-Diphthamide Metabolic Process (GO:0017182)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DPH2
GO_Biological_Process_2023	Pexophagy (GO:0000425)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PEX5
GO_Biological_Process_2023	Phosphatidylinositol Acyl-Chain Remodeling (GO:0036149)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PLA2G4E
GO_Biological_Process_2023	Plasma Membrane Raft Assembly (GO:0044854)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PACSIN2
GO_Biological_Process_2023	poly-N-acetyllactosamine Metabolic Process (GO:0030309)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	B3GNT3
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	KLHL25
GO_Biological_Process_2023	Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CX3CL1
GO_Biological_Process_2023	Positive Regulation Of NK T Cell Proliferation (GO:0051142)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	JAK2
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MR1
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	EFNB2
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Storage (GO:0010886)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SCARB1
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Development (GO:1901552)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	S1PR2
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	S1PR2
GO_Biological_Process_2023	Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SFRP1
GO_Biological_Process_2023	Positive Regulation Of Gap Junction Assembly (GO:1903598)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	AGT
GO_Biological_Process_2023	Positive Regulation Of Growth Hormone Secretion (GO:0060124)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DRD2
GO_Biological_Process_2023	Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SLC25A37
GO_Biological_Process_2023	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902255)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RPS7
GO_Biological_Process_2023	Positive Regulation Of Microglial Cell Activation (GO:1903980)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MMP8
GO_Biological_Process_2023	Positive Regulation Of Microglial Cell Migration (GO:1904141)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CX3CL1
GO_Biological_Process_2023	Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	WNK3
GO_Biological_Process_2023	Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DBF4
GO_Biological_Process_2023	Positive Regulation Of Podosome Assembly (GO:0071803)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CSF2
GO_Biological_Process_2023	Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RNF128
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Cilium (GO:1903566)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	EFCAB7
GO_Biological_Process_2023	Positive Regulation Of Skeletal Muscle Fiber Development (GO:0048743)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MYOD1
GO_Biological_Process_2023	Positive Regulation Of Sterol Transport (GO:0032373)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NR1H3
GO_Biological_Process_2023	Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034157)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TREML4
GO_Biological_Process_2023	Positive Regulation Of Transcription Of Notch Receptor Target (GO:0007221)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RBPJ
GO_Biological_Process_2023	Positive Regulation Of Urine Volume (GO:0035810)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HYAL2
GO_Biological_Process_2023	Positive Regulation Of Vesicle Fusion (GO:0031340)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	C2CD5
GO_Biological_Process_2023	Prepulse Inhibition (GO:0060134)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DRD2
GO_Biological_Process_2023	Presynaptic Active Zone Organization (GO:1990709)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ERC1
GO_Biological_Process_2023	Pronephros Development (GO:0048793)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	OXSR1
GO_Biological_Process_2023	Protein C-linked Glycosylation Via 2'-alpha-mannosyl-L-tryptophan (GO:0018406)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DPY19L1
GO_Biological_Process_2023	Protein C-linked Glycosylation Via Tryptophan (GO:0018317)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DPY19L1
GO_Biological_Process_2023	Protein Import (GO:0017038)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	LAMP2
GO_Biological_Process_2023	Protein Localization To Membrane Raft (GO:1903044)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CYP46A1
GO_Biological_Process_2023	Protein Localization To Site Of Double-Strand Break (GO:1990166)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SLF1
GO_Biological_Process_2023	Protein Modification By Small Protein Conjugation Or Removal (GO:0070647)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DESI1
GO_Biological_Process_2023	Protein Sulfation (GO:0006477)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CHST5
GO_Biological_Process_2023	Proton-Transporting V-type ATPase Complex Assembly (GO:0070070)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ATP6V1B1
GO_Biological_Process_2023	Pteridine-Containing Compound Metabolic Process (GO:0042558)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	GCH1
GO_Biological_Process_2023	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:1902162)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ING4
GO_Biological_Process_2023	Regulation Of NK T Cell Activation (GO:0051133)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IL12B
GO_Biological_Process_2023	Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	LGALS3
GO_Biological_Process_2023	Regulation Of Basement Membrane Organization (GO:0110011)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	LAMB2
GO_Biological_Process_2023	Regulation Of Blood Vessel Remodeling (GO:0060312)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TMBIM1
GO_Biological_Process_2023	Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NFKB1
GO_Biological_Process_2023	Regulation Of Circadian Sleep/Wake Cycle (GO:0042749)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HCRTR2
GO_Biological_Process_2023	Regulation Of Glomerular Filtration (GO:0003093)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PDGFB
GO_Biological_Process_2023	Regulation Of Glucagon Secretion (GO:0070092)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PASK
GO_Biological_Process_2023	Regulation Of Growth Hormone Receptor Signaling Pathway (GO:0060398)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	JAK2
GO_Biological_Process_2023	Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TMEM131L
GO_Biological_Process_2023	Regulation Of Interleukin-1-Mediated Signaling Pathway (GO:2000659)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IL1RN
GO_Biological_Process_2023	Regulation Of Keratinocyte Apoptotic Process (GO:1902172)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SERPINB13
GO_Biological_Process_2023	Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane (GO:0010746)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IRS2
GO_Biological_Process_2023	Regulation Of Mitotic Spindle Checkpoint (GO:1903504)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DUSP1
GO_Biological_Process_2023	Regulation Of Monoatomic Anion Transport (GO:0044070)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CA2
GO_Biological_Process_2023	Regulation Of Neutrophil Activation (GO:1902563)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PLA2G2A
GO_Biological_Process_2023	Regulation Of Neutrophil Extravasation (GO:2000389)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MDK
GO_Biological_Process_2023	Regulation Of Nitric Oxide Mediated Signal Transduction (GO:0010749)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	EGFR
GO_Biological_Process_2023	Regulation Of Plasma Membrane Repair (GO:1905684)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	S100A10
GO_Biological_Process_2023	Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900368)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	FMR1
GO_Biological_Process_2023	Regulation Of pro-B Cell Differentiation (GO:2000973)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HES5
GO_Biological_Process_2023	Regulation Of Protein Deubiquitination (GO:0090085)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TNIP1
GO_Biological_Process_2023	Regulation Of Protein Targeting (GO:1903533)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	PARL
GO_Biological_Process_2023	Regulation Of Relaxation Of Cardiac Muscle (GO:1901897)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CHGA
GO_Biological_Process_2023	Regulation Of Sarcomere Organization (GO:0060297)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	EDN1
GO_Biological_Process_2023	Regulation Of Serine-Type Endopeptidase Activity (GO:1900003)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ANXA8L1
GO_Biological_Process_2023	Regulation Of Superoxide Metabolic Process (GO:0090322)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	GCH1
GO_Biological_Process_2023	Regulation Of System Process (GO:0044057)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ROCK2
GO_Biological_Process_2023	Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NUPR1
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Membrane Depolarization (GO:0060373)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SMAD7
GO_Biological_Process_2023	Regulation Of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NR1H4
GO_Biological_Process_2023	Resolution Of Recombination Intermediates (GO:0071139)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	GEN1
GO_Biological_Process_2023	Response To cGMP (GO:0070305)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	RAPGEF2
GO_Biological_Process_2023	Response To Catecholamine (GO:0071869)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	DRD5
GO_Biological_Process_2023	Response To Gonadotropin (GO:0034698)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	WT1
GO_Biological_Process_2023	Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	CSF2
GO_Biological_Process_2023	Response To Heparin (GO:0071503)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SFRP1
GO_Biological_Process_2023	Response To Lithium Ion (GO:0010226)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IMPA2
GO_Biological_Process_2023	Response To Testosterone (GO:0033574)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ROCK2
GO_Biological_Process_2023	Ruffle Assembly (GO:0097178)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	AIF1L
GO_Biological_Process_2023	Short-Chain Fatty Acid Catabolic Process (GO:0019626)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MCEE
GO_Biological_Process_2023	snRNA Modification (GO:0040031)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	METTL4
GO_Biological_Process_2023	succinyl-CoA Catabolic Process (GO:1901289)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NUDT7
GO_Biological_Process_2023	Synaptic Vesicle Uncoating (GO:0016191)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	SYNJ1
GO_Biological_Process_2023	tRNA Catabolic Process (GO:0016078)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	POP1
GO_Biological_Process_2023	Tight Junction Organization (GO:0120193)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	MPDZ
GO_Biological_Process_2023	Toll-Like Receptor 9 Signaling Pathway (GO:0034162)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	IRAK4
GO_Biological_Process_2023	Tongue Development (GO:0043586)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	WDPCP
GO_Biological_Process_2023	Tripartite Regional Subdivision (GO:0007351)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HOXD8
GO_Biological_Process_2023	Valine Metabolic Process (GO:0006573)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	HIBCH
GO_Biological_Process_2023	Ventricular Cardiac Muscle Cell Development (GO:0055015)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	NKX2-5
GO_Biological_Process_2023	Wybutosine Biosynthetic Process (GO:0031591)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TYW3
GO_Biological_Process_2023	Wybutosine Metabolic Process (GO:0031590)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	TYW3
GO_Biological_Process_2023	Xenobiotic Transport Across Blood-Brain Barrier (GO:1990962)	1/5	6.037569e-01	9.999950e-01	0	0	1.229358e+00	6.203138e-01	ABCC2
GO_Biological_Process_2023	Positive Regulation Of Neuron Projection Development (GO:0010976)	15/92	6.039479e-01	9.999950e-01	0	0	9.577005e-01	4.829372e-01	NTRK2;KIDINS220;PLA2G3;VLDLR;PTN;CX3CL1;SNX3;TUBB2B;CUX2;MDK;FUT9;DHX36;RAPGEF2;ITGA6;SERPINI1
GO_Biological_Process_2023	Organelle Organization (GO:0006996)	69/418	6.062538e-01	9.999950e-01	0	0	9.715804e-01	4.862338e-01	RB1;ROPN1B;USP6NL;PRR5;DYRK3;MAST3;PITPNB;SNX10;RNF112;MDK;CHMP1B;CHMP1A;KRT25;PLCE1;ABCD1;CEP55;SH3D19;CXADR;DST;KRT4;GOLGA8J;ATAD3B;ATAD3A;MRAP;RAB31;CYP26C1;GOLGA8G;FAM161A;GORASP2;RAB34;ZW10;PEX6;GOLGA8H;CHMP4C;WDPCP;MTFR2;ARHGEF7;GOLGA8A;ROPN1;CFAP61;CCL13;RAB1A;ATL1;CDCA8;NEDD9;FGD1;NCKIPSD;ATXN7;VPS11;PACSIN2;NDP;WASF3;SEC31B;CEP78;CENPT;CHGA;CCL24;HACE1;SURF4;MICAL3;MICAL2;CHCHD10;CIDEC;TJAP1;DIAPH1;KRT16;KIF4A;PNPLA3;BRWD3
GO_Biological_Process_2023	Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968)	7/43	6.064321e-01	9.999950e-01	0	0	9.560233e-01	4.781670e-01	MED30;BTBD18;MED20;MED8;MED27;MED18;MED17
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	7/43	6.064321e-01	9.999950e-01	0	0	9.560233e-01	4.781670e-01	CEACAM1;FUT9;NF2;EFNA5;B4GALNT2;EPHB3;SMAD7
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	52/316	6.076065e-01	9.999950e-01	0	0	9.680398e-01	4.823044e-01	KIF14;KRT24;KRT23;LOXL4;PLOD3;LMOD2;PPP1R9B;KRT25;RAC3;NCKAP5;KRT6B;SERF1A;COL27A1;KRT4;TPM4;KRT3;KRT2;KRT79;KIF24;KRT78;P3H4;KRT5;KRT32;KRT75;KRT74;KRT73;COL2A1;KIF2A;KATNAL2;KIF2C;ARHGEF2;INA;MYH6;KRT81;KRT85;KRT84;ARHGAP12;CNN3;KRT33B;XIRP2;MAP4;CRIPT;KRT12;KLHL24;TPPP2;BFSP1;KIF18B;KRT17;KRT16;CENPJ;KRT15;KRT14
GO_Biological_Process_2023	T-helper Cell Differentiation (GO:0042093)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	TMEM98;IL12B;ZFPM1
GO_Biological_Process_2023	Autophagy Of Nucleus (GO:0044804)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	ATG9B;SNX7;ATG5
GO_Biological_Process_2023	Cardiac Muscle Cell Contraction (GO:0086003)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	KCNE2;PIK3CA;SCN1A
GO_Biological_Process_2023	Energy Reserve Metabolic Process (GO:0006112)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	ADRB3;PPP1R3C;PYGL
GO_Biological_Process_2023	Epithelial Cell Development (GO:0002064)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	BFSP1;RILPL2;ROS1
GO_Biological_Process_2023	Intracellular Sodium Ion Homeostasis (GO:0006883)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	ATP4B;ATP4A;SCNN1G
GO_Biological_Process_2023	Lysosomal Lumen Acidification (GO:0007042)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	PPT1;TCIRG1;ATP6V0C
GO_Biological_Process_2023	Maintenance Of Gastrointestinal Epithelium (GO:0030277)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	TLR9;MUC13;TFF2
GO_Biological_Process_2023	Myoblast Fusion (GO:0007520)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	DOCK5;CACNA1H;MYMK
GO_Biological_Process_2023	Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	NTRK2;ROCK1;SORL1
GO_Biological_Process_2023	Negative Regulation Of Lipid Catabolic Process (GO:0050995)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	SORL1;CIDEC;MFSD2A
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	SNAI1;PTTG1IP;CD44
GO_Biological_Process_2023	Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	SNX3;LY6E;PITX3
GO_Biological_Process_2023	Neuron Fate Commitment (GO:0048663)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	ID2;PAX6;EPOP
GO_Biological_Process_2023	Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	KCNH2;EDN1;KCNN4
GO_Biological_Process_2023	Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	SFRP1;ROCK1;S100A10
GO_Biological_Process_2023	Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	LAMP1;IL12B;JAK2
GO_Biological_Process_2023	Positive Regulation Of Neuroblast Proliferation (GO:0002052)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	SMARCD3;DRD2;CX3CL1
GO_Biological_Process_2023	Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	MDK;DAPK2;MCU
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	RNF13;IL26;STK25
GO_Biological_Process_2023	Regulation Of RIG-I Signaling Pathway (GO:0039535)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	DHX58;TRIM15;BIRC2
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	PTPRU;NEXMIF;FOXA2
GO_Biological_Process_2023	Regulation Of Defense Response To Virus (GO:0050688)	3/18	6.076652e-01	9.999950e-01	0	0	9.834172e-01	4.898707e-01	TRAF3;IRGM;ATG5
